record,split,rate_hz,protocol,model,horizon,divergence_seconds,n_diverged_windows,correction_force_finite,correction_force_aggregate_rms,correction_force_rms_X1,correction_force_max_X1,correction_force_rms_X2,correction_force_max_X2,correction_force_rms_Y,correction_force_max_Y,applied_force_finite,applied_force_aggregate_rms,applied_force_rms_X1,applied_force_max_X1,applied_force_rms_X2,applied_force_max_X2,applied_force_rms_Y,applied_force_max_Y
E1_resonance_sweep,E,2000,controller20k_zoh,fp,full,,,True,71.71758822118862,30.370154408734876,55.031120302445174,31.897152408984965,58.67030284026211,116.14845143255017,195.75815253542302,True,120.96994895053056,48.05815313677182,94.25610929234487,48.46441374535714,95.08697864889493,198.09795598310242,329.7009928824214
E1_resonance_sweep,E,2000,controller20k_zoh,fp,windows,,0,True,71.33480098863647,29.655725733041084,57.87261627118409,31.144105386547665,59.43959681872201,115.82980673031989,238.04770618912258,True,120.1649202876072,47.0361284627813,94.37145084410605,47.4249888265853,95.08700668844203,197.12254375695335,347.3869916403874
E1_resonance_sweep,E,1000,corate,oracle,full,1.123,,False,,,,,,,,False,,,,,,,
E1_resonance_sweep,E,1000,corate,oracle,windows,,0,True,71.30564190394118,10.625672420717395,55.883641686583644,9.957854584852763,52.42243994083179,122.64346668157181,596.3085458194777,True,89.1117828133075,15.730935752438167,68.66544951795305,14.91068954740283,65.39167702816346,152.8166826824607,738.9149383220665
E1_resonance_sweep,E,1000,corate,fp,full,,,True,95.61596381719883,55.718914994313394,110.76847103739115,57.78107928082137,115.50474450459129,144.85850682329823,240.5201599103017,True,145.75809478472823,69.50116295421776,147.45922399549255,70.89777203796564,149.99121269163118,232.11928152112958,394.8467884232235
E1_resonance_sweep,E,1000,corate,fp,windows,,0,True,94.04336754784974,53.49958183823759,110.71190966519944,55.484698685779925,115.4240061582862,143.49811111684295,298.19812579725,True,143.86406969290246,67.11031406109356,147.46054631843714,68.43687383572743,149.99282617150084,230.00698183321956,413.34913562277944
E1_resonance_sweep,E,1000,controller20k_zoh,oracle,full,,,True,26.094754764991343,31.966423921869062,85.24974809546333,29.229776541339675,77.52343456724459,12.90645511849836,30.269896364876857,True,66.08518970994092,39.94401254902545,113.74438255655373,36.914757265054575,104.56532320087801,100.71511035858518,213.11087619015433
E1_resonance_sweep,E,1000,controller20k_zoh,oracle,windows,,0,True,25.365616019416603,30.81603680574266,85.2633507628135,28.182621521782814,77.54121702922367,13.651195840676989,49.6859991729645,True,65.88388164400492,38.99962918547984,113.70593830234634,36.05090249916868,104.52764936009217,101.00207390857999,225.04571052012207
E1_resonance_sweep,E,1000,controller20k_zoh,fp,full,,,True,105.25421103330972,77.3161764333806,187.86695579564656,78.47838521439076,192.02523172745293,145.25391126092862,261.0689438913604,True,154.17715086517018,88.67634253495268,225.94743827271486,89.52052344292045,228.26295899744474,235.44503329616782,432.84188639482716
E1_resonance_sweep,E,1000,controller20k_zoh,fp,windows,,0,True,103.10932584134468,73.9776261038245,187.8210692964068,75.12286359563073,192.0243662067179,144.14737398789043,289.274927706277,True,151.90994732050905,85.41374090243646,225.92239509444144,86.2221361748006,228.19786502797643,233.45263413220445,442.9242736516073
V1_standstill_Yp10,V,4000,corate,oracle,full,,,True,1.021546868173577,1.251102975748405,4.478163656694541,1.2330939111288781,4.668699907793478,0.21188384090369866,1.4208599296118543,True,198.27223219594433,222.15764580906188,786.6107363548363,223.45332026042485,880.2486766988602,136.56583852872876,459.8856814443485
V1_standstill_Yp10,V,4000,corate,oracle,windows,,0,True,1.0087192776069553,1.230188680291531,4.478163880799969,1.2166699431105592,4.668700592524679,0.24268045545865863,2.0082197868208356,True,198.54657700659325,222.20042097074565,786.6107365701082,223.95309676455585,880.248676446278,136.87298160372666,461.2979893168776
V1_standstill_Yp10,V,4000,corate,fp,full,,,True,88.51432847784615,30.603197644277643,114.19019068442037,34.67728087445835,131.22082866859597,146.16870226813722,509.43606174525,True,236.65896922625078,222.28449676333838,790.1103724806255,231.54246621658442,927.8139309550891,254.95115607250295,885.6021418920852
V1_standstill_Yp10,V,4000,corate,fp,windows,,0,True,88.21451629690911,30.309191544577686,135.28165193522153,34.30419764010457,147.20566985976382,145.77372050090398,570.7410833741372,True,236.18150304895426,222.38246689975452,790.1100019591867,231.81611497190522,927.8140307374798,253.28330857421614,942.6163068275778
V1_standstill_Yp10,V,4000,controller20k_zoh,oracle,full,,,True,20.745719905749997,25.471495702968934,91.48634275125335,24.942256535434783,95.94843402422475,4.499047543391252,26.610941807852186,True,215.02850246815692,244.68265083782575,871.3538791318099,244.09895325865307,957.6479535072134,138.772735139504,474.8064481115425
V1_standstill_Yp10,V,4000,controller20k_zoh,oracle,windows,,0,True,20.473096760634746,25.100356711947136,91.48634234452663,24.64616841573363,95.94843221918859,4.470072512527147,17.725014035359834,True,214.94537037340535,244.18612777726753,871.3538786401302,244.23804907545022,957.6479539154722,139.01599591357385,467.2722045722945
V1_standstill_Yp10,V,4000,controller20k_zoh,fp,full,,,True,91.63648854610432,36.75816554723495,130.37241071261334,42.79737898571861,151.04924529653863,148.35416986635613,528.096538609263,True,251.19918296122125,243.89364993753725,873.030057520047,252.27309352043773,1008.0776296354773,257.24941665032185,902.7777618049097
V1_standstill_Yp10,V,4000,controller20k_zoh,fp,windows,,0,True,91.27730779476231,36.395038008559915,130.37229758206442,42.26458993173798,151.0491646992375,147.9315598546744,589.8226522705702,True,250.45819516957351,243.48962417174153,873.0296862839128,252.1786487105805,1008.0777304502772,255.55166725734765,957.194013497571
