time_iso,elapsed_s,tree_n,tree_ws_mb,tree_cpu_pct,avail_ram_gb,disk_free_gb,flag
2026-09-24T10:17:40,0.0,3,29.2,0.0,2.757,6.026,
2026-09-24T10:17:46,5.5,5,392.7,5.4,2.759,6.025,
2026-09-24T10:17:51,10.7,5,573.1,8.0,2.513,6.024,
2026-09-24T10:17:56,15.9,5,595.5,9.6,3.217,6.041,
