time_iso,elapsed_s,tree_n,tree_ws_mb,tree_cpu_pct,avail_ram_gb,disk_free_gb,flag
2026-09-26T19:57:26,0.0,3,46.8,0.0,4.195,2.135,
2026-09-26T19:57:32,5.4,4,832.3,16.3,3.410,2.133,
