number,value,datetime_start,datetime_complete,duration,params_lr,params_nf,state
0,8.060659456532449e-05,2026-07-11 16:56:38.441202,2026-07-11 17:13:49.127702,0 days 00:17:10.686500,1e-07,400,COMPLETE
