time_iso,elapsed_s,tree_n,tree_ws_mb,tree_cpu_pct,avail_ram_gb,disk_free_gb,flag
2026-09-22T23:02:35,0.0,3,30.5,0.0,5.108,8.702,
2026-09-22T23:02:40,5.4,5,476.3,6.9,4.601,8.702,
2026-09-22T23:02:45,10.6,5,612.8,9.0,4.504,8.701,
